PetalLength,PetalWidth,SepalLength,SepalWidth,StemThickness,FlowerClass
-0.946248561,-2.853144943,-0.027913788,-1.715117088,0.774097935,2
-3.058792987,-2.436724277,-0.875811826,-0.540137643,-0.32962117,1
-1.392168039,-4.276777585,1.490111093,-1.14102656,1.299749041,2
0.598385379,0.769026029,0.034707892,-0.880418394,-0.890357405,0
-1.66333305,-4.464527844,1.341224291,-0.71544285,1.638844705,2
-2.507103529,-6.99141334,2.745694287,0.857860406,3.73709485,2
-1.816883163,-1.920640443,-0.955081016,0.183234364,0.943121408,1
-1.413041953,-1.190825666,-1.008196709,-1.113817119,-0.353876811,1
-0.773318535,-1.850233444,-0.369582157,-0.746459272,0.836871081,1
-1.615558466,-1.794938973,-0.668301574,-1.535749735,-0.451204594,1
-1.542515895,-1.362194524,-1.47635051,-0.774321874,0.241860232,0
-0.105211001,0.305842895,0.416974765,-0.165006797,-0.804031343,0
-0.755744994,1.152249732,0.940216712,0.13499448,-2.424924237,0
-2.235078284,-1.386381755,-1.512332987,0.317955834,0.424201112,1
-1.629442821,1.086830177,-2.847721588,-2.333525402,-2.699869772,0
-0.29160257,-1.408900415,-0.166988146,-0.686251868,0.770110966,1
-1.168337528,-1.201496569,-0.837615188,-0.77813441,0.041979161,0
-0.03220838,-1.224658143,0.576201953,-1.266688481,-0.0623831,2
0.91907688,1.187515437,-1.599535203,-1.964257338,-0.80209931,0
-0.911541753,-1.593065841,-1.390797285,0.400147797,1.925076497,1
-1.119825457,1.946377453,-2.030361479,-2.479635034,-3.710659863,0
-1.482256611,0.270187472,-2.962856524,-2.635419966,-1.859860332,0
-0.471503292,-1.825849962,-0.11123352,-1.684914448,0.246836526,2
-2.641590528,-6.224512876,2.079676313,-1.413006387,1.527366948,2
0.133261012,-1.630164051,0.350418407,-0.47781931,1.251070164,1
-1.487201316,-0.630016597,1.220066206,0.815360928,-0.956935936,0
-0.080316297,0.084018022,-0.206705678,-1.332637477,-1.03218321,2
-2.483435235,-3.182827443,0.769817291,0.707814525,0.918446279,0
1.917992461,1.109879466,0.600383592,-0.101403531,0.281000113,2
-0.013331033,-1.638705581,0.885529487,-1.189743371,0.25153702,2
-1.6618541,-1.508398973,-1.348304748,-0.102831266,0.69807812,1
-1.492217012,-1.336602505,0.12723666,0.067895075,-0.104878895,0
-0.461411949,-1.603308676,-0.930251444,-1.728543819,0.502593466,1
0.099627936,-2.862698059,2.210611694,-0.043158211,1.666048365,2
-0.265274111,-2.826114834,1.452550342,-0.455305728,1.433760527,2
0.994668246,-0.962622333,0.378537047,0.831549726,2.363027438,1
-3.181289268,-1.732480181,-1.778891093,-0.536279074,-0.617182447,1
-0.469589898,-1.170166086,0.127251753,0.377681278,0.957938667,1
-0.239652947,-2.033111124,0.393759847,0.600030172,2.081097956,0
-0.902946519,-1.787282743,-0.073018599,-0.816569265,0.407156017,1
-0.723434064,-1.131875059,-0.787693694,0.219250459,1.119987367,1
0.24626342,-2.78706691,-0.921850473,-1.770293198,2.392197289,1
-1.525853994,-4.531307896,1.853728925,-0.718932348,1.521738895,2
-0.047483524,2.04308908,0.20546561,-0.244068267,-2.480875893,0
0.936514307,3.273311157,-0.184019608,-1.319480314,-3.353394716,0
-2.677727153,-5.796209521,1.291184995,-1.452869839,1.507588547,2
-1.846475548,-2.585596935,-3.20882645,0.010041093,2.878932618,1
-0.454436957,-4.161449856,1.43276863,-0.278503115,2.780522653,2
-0.413361882,-2.948197069,-1.261494368,-3.50920275,0.825290012,1
-2.890726034,-3.290948924,-1.002058644,-0.282153814,0.994744852,0
-0.711384631,-4.526476816,1.422904017,0.305634572,3.349701162,2
0.186896045,-0.412824926,0.672091271,-0.812108411,-0.411601957,2
0.573797646,2.081844171,-0.038067091,-0.992576494,-2.317849812,0
-0.204097749,-0.820845947,-0.75499151,1.52811314,2.263313775,1
0.959631457,-0.864001121,1.249139503,0.00799577,1.069542712,2
-0.973566328,0.199572075,-0.724820601,-0.340019758,-0.96658003,0
0.841475483,-0.522877205,0.594999961,-0.971446931,0.27496729,2
-1.327955809,-3.233046426,0.906434137,-1.301165954,0.521454329,2
-0.92864392,-2.48014474,-1.225939624,-1.430504653,1.361685932,1
0.812223338,0.287899989,-0.129926897,-1.656968724,-0.65713938,2
-1.664588295,-5.494116114,2.676032053,0.029310632,2.433075685,2
0.129491679,-1.897336146,-0.662843555,0.702131705,3.036455379,1
-0.831897451,-1.253878835,0.408559972,0.236563614,0.408615595,0
-0.921049964,-2.019652782,-1.409998855,-1.987357144,0.589345807,1
-2.990429819,-5.22678165,1.037185615,-1.740831783,0.551530046,2
-1.470783784,-1.187586533,0.392496093,1.067379992,0.342085376,0
0.448074546,2.144029673,-3.780498044,-3.909723583,-2.353774333,0
-1.605116108,-4.874253034,1.353903891,-0.959247496,1.932177177,2
-2.907791232,-3.523316438,-1.621098099,0.282303674,2.026147165,0
-0.002558499,-0.245539163,-1.775975555,-1.65392348,0.123818906,0
-1.331000814,1.255623027,-0.635253138,-1.290345498,-3.180708636,0
-2.472481955,-5.170580331,1.233309457,-2.047692564,0.6508582,2
-2.202940179,-3.374334791,1.219462182,-2.213229835,-1.066802513,2
-1.965217832,-0.67386022,-0.805792252,-0.6413631,-1.207217075,0
0.04170235,-0.642834965,0.913155679,-1.505518201,-0.982661826,2
0.690925233,-1.575992023,0.355471636,0.070032634,2.148350047,1
-1.766532272,1.758605379,-4.075334846,-4.007734691,-4.018399393,0
-2.042437558,-5.416244361,1.591099703,-0.712076381,2.102873628,2
-1.264182235,-2.185851892,-2.131112398,-1.18136385,1.475411134,1
-1.866751476,-0.50775893,0.459625808,0.433256232,-1.268787134,0
-0.233317979,-2.545962132,-1.55038105,-1.922157271,1.948237777,1
-1.328368849,-2.772837794,-0.932737663,-2.580914168,0.23221274,1
-1.907963332,-2.246325571,0.524243392,0.866060809,0.781093328,0
0.931904967,0.714773824,-0.564514774,-2.106233619,-1.048176389,2
2.290671456,-1.69328585,0.680355528,-2.04121072,2.064055749,1
-2.161380839,-4.552836245,1.037134439,-1.338906362,0.96532316,2
-2.52394276,-6.829458184,2.348283552,-0.212996987,3.00031694,2
-2.149140259,-1.148115172,1.098438524,0.816982756,-0.991671973,0
-1.322794986,-1.214161253,-0.517617092,-0.424998284,-0.03221873,1
-2.744538301,-6.688847697,3.078921263,-0.117329635,2.254034189,2
-1.49504047,-0.372933157,-0.301343257,-0.224905878,-1.061337935,0
0.978034187,-0.783030283,0.825417019,-0.576708539,0.830793105,2
-0.727581415,-1.401769171,-1.969971003,-1.316568104,0.986177935,0
-0.727548105,0.807740834,-2.646592174,-2.438570776,-1.727233767,0
-0.362893388,1.580377981,-1.980471284,-2.385686429,-2.547430812,0
-1.237901073,-0.379579019,-0.896399244,-1.152946449,-1.124047758,0
-0.073038785,-2.355298293,-1.029252955,-3.286083773,0.565170438,1
0.173579235,-3.858224936,-1.347544254,-4.383990289,1.748754188,1
-1.743758198,-3.069943292,-1.693671637,-0.546990103,2.124615966,0
-0.384657292,-0.049911489,-0.837541841,-0.581853109,-0.238953349,0
-0.52447334,-0.058675113,0.291664889,-0.070277657,-0.688248776,0
1.231530172,-1.539594238,0.404036517,-1.123013738,1.720987138,1
-2.209290789,-2.492976189,-0.750224355,-0.223707886,0.721437845,0
-1.631580141,-2.225072359,-0.186860931,-2.588074099,-1.104778737,1
-1.909523557,-2.446221005,-0.84368819,-2.926428667,-0.991610425,1
-0.002276206,-2.160717389,-0.704014078,-0.967099962,1.960669488,1
-0.932620589,-3.536676816,1.427026424,0.164025121,1.995010179,2
-1.528474752,-4.940380555,1.659784758,-0.908963528,1.923364543,2
-0.04228311,0.667352857,-1.113699497,-2.184986772,-1.672900626,2
-3.17226276,-2.568089137,-2.670749551,-1.843745663,-0.160219281,1
-1.517561613,-3.529769551,-1.895941373,-2.170757559,1.738954068,1
-2.65717258,-7.17181493,2.234916896,-0.097372984,3.382228442,2
-1.998351261,-3.016029758,-0.114142811,-2.589585736,-0.689146184,2
-0.638010682,-2.397084403,2.041861021,-0.544865106,0.18786667,2
-1.925834842,-2.597648863,-1.927685301,-1.128938519,1.166028528,0
-0.677489217,-3.964339821,1.488989643,0.175350042,2.660183377,2
-0.909537137,-2.12618583,-0.102838845,-1.899614478,-0.036709235,2
-0.76029147,0.060791442,-1.651473661,-1.074573486,-0.584204954,0
2.076051916,-0.514791582,0.939700979,0.27723693,2.196831097,1
-2.834315171,-2.399675747,-1.757874469,-1.140725465,-0.046819989,1
0.31743134,-0.191725943,-0.799150205,-1.970099501,-0.461733652,2
-1.862324086,-2.764801254,-0.46059583,-2.488690322,-0.525765461,2
-2.769108528,-5.962047203,1.084531594,-1.288176324,1.841774165,2
0.011784381,1.610210468,0.053677223,-1.146603858,-2.551698034,0
-2.665442687,-1.117477237,-0.101879002,0.256262098,-1.202131919,1
-0.489574539,-2.176971037,-1.527392817,-0.065361747,2.684313151,1
-2.421678278,-2.135939685,-2.575317738,0.589451549,1.884443188,1
-0.389752451,0.33352433,-1.680895805,-1.658740707,-0.921398469,0
-0.518074926,1.492710133,-1.235760114,-1.594776764,-2.481990486,0
-0.797327438,-2.628010975,0.205552343,-1.599975168,0.626951519,2
0.398785625,-0.918590437,0.10712735,0.252649736,1.468714002,1
-1.700339237,0.043173344,-2.639622419,-2.230799408,-1.737298471,0
-2.210080999,-8.052583938,2.677321207,0.799178799,5.130953581,2
-1.346498647,-3.265035887,0.959006548,-1.227991841,0.558385678,2
-4.115578727,-1.448728102,0.588394545,-1.188156997,-3.790056185,1
-0.729712748,-1.7145059,-1.543271379,-0.782187789,1.442467172,1
-1.329720217,0.049119724,-0.069276254,0.143432168,-1.20727026,0
-0.036380884,-2.578238744,-1.118913502,-1.693953447,2.077031594,1
-0.515931469,-0.259855249,-3.066983564,-2.385016841,-0.107730256,0
-3.802106191,-7.64056536,1.459456585,-1.101380069,2.478108112,2
1.396370018,-2.717129124,-0.751004455,-2.947681845,2.46433535,1
-1.948358389,-3.476038911,-1.211801534,-3.168998813,0.089017593,1
-0.17001152,-1.477579758,-0.702234525,1.119767864,2.64200586,1
-1.868214041,-3.491070081,-2.344858865,-0.79770417,2.658390034,0
-0.743929772,-1.356587899,0.546916541,0.210296093,0.496103141,0
-3.13333659,-6.525413748,1.379498746,-0.866467746,2.200807608,2
-0.848338448,-5.738777895,1.930895937,0.632198427,4.403108187,2
-2.4529087,-1.11280241,-0.817232113,1.470102502,0.352986717,1
-1.94810146,-2.689321216,0.515105179,1.027145955,1.328149406,0
-1.374824338,-4.6547486,2.270134188,-0.386247218,1.787566539,2
-2.983096815,-2.173670716,-2.6323197,0.049758552,1.004804898,1
-1.203250565,-0.616595045,-0.930368428,-0.725049283,-0.503087337,0
-2.830050662,-4.984614822,0.659685298,-1.86325902,0.60090932,2
-1.162111286,-0.998654977,-0.512524999,-2.839810121,-1.903826738,2
-0.59435772,1.587480062,-1.092769946,-1.354593764,-2.565211007,0
-1.553611227,-1.583909276,0.050948136,-0.243894941,-0.093285306,1
-0.847548279,-0.332981563,-1.374510946,-0.93689478,-0.330162344,0
-1.411981063,-5.702342705,2.46510625,0.227096873,3.176637462,2
-2.019778464,-6.768120549,1.767050206,0.550661519,4.363569523,2
-1.502023172,-2.918636282,0.809529132,-1.576482491,-0.121605818,2
-2.01430052,-4.290274713,0.950722046,-1.092587343,1.074457286,2
0.800926578,-0.139056682,0.511947874,-2.122562322,-0.971339756,2
-0.724570033,-2.621304714,1.133977175,-0.845186751,0.676901016,2
0.062628361,-1.852280385,-0.606272808,-2.194446789,0.726915286,1
-0.794521449,-0.643723823,0.9957966,0.937685624,-0.03128385,0
-0.044969611,-2.606144345,1.114115025,-0.220825818,1.807144538,2
-0.766467415,-3.820380555,-1.11393192,-3.741257492,1.120152523,1
-0.657796511,-5.153835292,2.398370556,-0.023213865,3.202022421,2
-1.794818122,-1.481948425,-1.212795662,0.118912206,0.62109745,1
-1.722200076,-5.691346719,1.959676749,-0.583960936,2.569712563,2
-1.754036733,-6.151240275,1.159104053,-0.679237503,3.44377359,2
-1.976027613,-2.554873578,-1.456926707,-1.909579947,0.196617085,1
-2.317152824,-3.639797197,0.234724268,-1.943635232,-0.088876579,2
-0.384081278,0.471438382,-1.454740748,-2.001228203,-1.455587929,0
-0.529896655,0.032035403,-3.414757233,-3.430488725,-0.988727098,0
-1.217988441,-0.191118275,0.356907553,0.090278994,-1.152665201,0
-0.812520425,-2.387116541,-0.888253572,-2.261655573,0.548553697,1
-0.304069931,-0.593196216,0.321148479,-1.63711979,-1.103707117,2
-0.626967309,-2.269567142,-1.799719602,-0.144229099,2.756247491,1
0.466991174,-1.437335245,-1.036340094,-0.493036075,2.230256323,1
-0.796799279,-0.393472992,-0.726710923,-0.662307113,-0.415688234,0
-0.846290168,-2.417604033,0.399233115,-1.184065105,0.549943049,2
-2.571791502,-1.115226203,-1.580350331,0.06161831,-0.337492943,1
-1.242004127,-3.125425016,-3.254140499,-2.174923821,2.431549059,1
0.097138112,-0.876846609,0.487430894,-1.499559996,-0.415470032,2
-0.573780769,-2.72859877,1.197790056,-0.46747072,1.178775847,2
0.042839318,-1.390835467,-0.458880367,-1.163275471,0.905563308,1
0.239488249,-0.138157079,-0.156319373,-1.3921741,-0.562796949,2
-1.235228028,-3.651521293,0.186333917,-1.532993807,1.322829276,2
-1.026237521,-0.860568578,-1.542280028,-1.097078795,0.027689074,0
-0.802243523,-0.234411827,-0.431991582,-0.078489516,-0.334133857,0
-0.434980467,1.298428145,-1.402736289,-1.993948446,-2.392344056,0
-1.833756153,-0.749696509,-2.382232841,-1.370282241,-0.562010408,0
-2.728034358,-3.027660159,-0.454436894,-0.195733124,0.604483439,0
-0.531093901,-1.423370831,0.023207133,-1.56001989,-0.220629323,1
-2.176863383,-2.120619789,-0.224477056,0.790075894,0.795534768,0
-0.256035827,1.77718044,-0.814617891,-1.926081606,-3.029707184,0
0.831071424,2.528615314,-0.225560561,-1.757591314,-2.983849244,0
-0.835800885,-0.172005418,-1.062918854,-1.467146523,-1.075671707,0
-3.437604841,-2.283488298,-0.751851121,0.068099374,-0.4843112,0
0.22773465,-2.078532766,0.080917824,-2.15686777,0.724674906,1
-1.615273138,-3.285220576,-2.455081235,-2.145748792,1.75539148,1
0.636298274,-2.353918712,-0.081719297,-2.488949617,1.265767999,1
-1.825893955,-1.732172101,-1.604226984,-0.740313693,0.453096755,0
-0.14438025,-1.271549315,-1.701347899,2.398669054,4.029333047,1
-0.59833587,0.56884033,-2.716087984,-2.270039033,-1.182871803,0
-1.161633304,-4.263854542,1.529481354,-0.847163677,1.707611911,2
0.028039132,1.250335126,-2.639424044,-2.686817208,-1.634812805,0
-1.159780452,-3.366230269,0.652259016,-1.697130528,0.687832744,2
-0.427344978,-3.427798032,1.731426867,-0.211322136,1.908612636,2
-1.463958211,-1.335534916,-0.448848623,-0.454231855,-0.109332759,1
-0.434351336,-1.79977219,-0.022297063,-0.338933941,1.205408737,1
-0.99102173,-1.813345708,-1.639787777,-0.639206847,1.455295321,1
0.999588096,0.356914975,-0.416734862,-1.747855598,-0.434133741,2
-1.86827012,-1.766155191,-1.609496744,-2.0327357,-0.51449308,1
-1.054658018,-2.210741759,-0.913410439,-2.553470359,-0.074838012,1
-1.994630103,-3.041785588,-0.363678826,0.319414276,1.667672024,0
-0.918812867,0.156616652,-0.899908351,-0.992544845,-1.246145651,0
-2.206260929,-1.545034428,-0.874248089,-0.244323417,-0.19934347,0
-2.095789978,-2.085256457,-0.761677749,-2.304048553,-1.136443942,1
-0.280433085,-2.117074947,-0.087258923,-1.251437087,1.045929101,1
-0.169547047,1.011180815,0.350022804,-0.563028112,-1.85595341,0
0.516538961,1.555225565,-0.741587583,-1.526939295,-1.787500825,0
-0.276001228,-3.940074504,1.5893363,0.339240473,3.089249376,2
-0.385732969,-1.961313814,0.814750716,-1.475109276,0.052166782,2
-0.519488879,0.821368816,-0.492325159,-1.020635213,-1.819627829,0
-2.472121439,-3.814802673,0.485498094,-1.772997547,-0.087908675,2
-0.547576976,-1.290293426,0.336488589,-1.335449688,-0.402574516,2
-0.921075972,0.504215005,-1.219341489,-1.457037539,-1.757604058,0
0.306819868,2.731775936,0.88445381,-0.172722506,-3.218190704,0
-2.117192013,-1.456097237,0.140893229,-0.388087745,-0.94345298,1
-0.173474306,-3.102375453,1.628576942,0.603159364,2.491571873,2
-1.441744454,-3.4848788,0.854064312,-1.079523938,0.869506135,2
-1.926110928,-5.601758921,2.188281392,-0.417453387,2.258218425,2
-0.203755263,-1.098764151,-0.131063568,-1.482069046,-0.082331354,2
-1.141159894,-2.219695442,-0.563713312,-1.490261766,0.425328953,2
-1.373119245,-3.672184582,0.907348912,-1.290446162,0.941083722,2
-2.310028849,-2.967262221,-0.622476467,0.069865055,1.255168247,0
-1.589204835,-1.6791523,-1.143126768,-0.006358442,0.89127438,1
-1.40063791,-5.507966882,2.090605195,0.315833213,3.285016376,2
-2.199652158,-3.977020915,0.426138415,-2.314892292,-0.019051226,2
0.102559482,-1.79806551,0.634928011,-1.789516515,0.239431654,1
-2.372068869,-3.313394414,-1.897851198,-3.72074711,-0.481120735,1
-1.097886598,-0.335198063,-0.385254282,-0.486579806,-0.853457676,0
-1.96245219,-1.40511717,-0.112885441,0.63977467,0.0806463,0
-0.964004667,-1.409514467,2.268878346,1.581355028,0.286383354,0
0.216560472,2.661530563,0.323232387,-0.562169641,-3.175166919,0
-0.509639614,-2.799231308,1.723737834,-0.246615193,1.152692946,2
-2.235370055,-1.842692859,-1.542614889,-0.80670141,0.077823452,1
-0.61350804,1.241499724,-0.996402696,-1.463919308,-2.365886148,0
-0.618645855,1.312286567,-2.882769952,-2.474355331,-2.024519897,0
-2.541752569,-4.108504463,0.238038303,-1.633786224,0.406965495,2
-3.006617669,-3.082598422,-1.420513621,-0.600547575,0.687099905,0
-2.440080592,-2.247232303,-2.274778563,-1.388354032,0.318919982,0
-0.646761773,-0.105357235,1.534269755,1.257178702,-0.542568699,0
-2.355043807,-2.069418232,-1.104591202,-1.255268113,-0.411439432,1
-0.610901912,-1.582134002,-0.868263139,-1.137573935,0.736187475,1
-1.94019851,-3.537006786,0.505384637,-1.931379702,0.015267497,2
-1.421262966,-2.609566116,-0.046170633,-3.401915162,-1.193361259,1
-1.637521886,-0.52788396,0.747017862,0.001553788,-1.523731426,0
-3.244035535,-5.462623108,0.527723696,-2.167561984,0.546203287,2
-1.597191811,-0.850306592,-2.1173601,-1.619856179,-0.576124951,0
-1.582773353,-3.540648636,1.273173578,-1.994353284,-0.154689725,2
-2.004991953,-1.751915985,-1.400007048,0.094467889,0.793579908,1
0.490920214,2.113269868,0.010250611,-1.04169592,-2.49867823,0
-0.236972431,-2.052054491,-1.923872643,-1.259255579,2.158348523,1
-0.842508636,-3.831726639,1.960691833,-0.66210817,1.441566862,2
0.069384317,0.501943418,0.60425277,-0.025523133,-0.848852945,0
0.812746103,-1.847748229,-2.107676543,1.20308974,4.929336411,1
-0.941676861,0.174894172,-1.098898871,-1.506867338,-1.547606919,0
-1.462422161,-2.013287318,-0.369437856,-1.871555211,-0.510384305,1
-1.624852349,0.276503066,-2.245825036,-1.601084552,-1.680865221,0
2.208359554,-0.758642721,0.451677172,-1.80125902,1.33286627,1
-1.249598644,-0.635878176,1.528167925,0.730692116,-0.972373367,0
-0.958678198,-2.000413408,0.149400973,0.115463463,1.131154922,0
0.016660918,0.187831871,-0.844672251,-2.40468792,-1.447856344,2
-0.341344737,-2.529812945,-1.158281315,-1.680551538,1.761581402,1
-1.838785516,-2.968344547,-0.224221908,-2.283942436,-0.285334503,2
-1.533048254,-2.372224882,-1.727021502,-1.535909924,0.888912898,1
-1.40545153,-5.373567924,1.504375793,-0.603892341,2.81902256,2
-0.770536922,-2.072665638,-1.973934446,-0.596977748,2.181019639,1
0.108132144,-0.954826271,-0.296999381,0.084186,1.346649505,1
-0.86071053,-4.386454159,1.543716547,-0.554141258,2.340546024,2
-1.561258132,-1.006182373,-1.924269674,-1.440258273,-0.364905402,0
1.470921149,4.313995175,-3.107296317,-3.81251922,-3.951460321,0
-2.642387045,-2.836668395,-2.214765571,-1.935221906,0.287502459,1
-2.411275287,-8.048594018,3.123690281,1.072322762,4.855166911,2
1.404440653,-0.70590993,0.657408125,0.602742277,2.154359278,1
-0.313525165,1.415142171,-1.29105148,-1.393954913,-2.016092525,0
-0.946558555,-2.546222715,0.988084101,-0.79187749,0.511342869,2
-1.148662092,0.853738756,-0.140405947,-0.930749728,-2.623366383,0
0.517942012,-1.939055354,1.374705849,0.513840843,2.052705966,2
0.114208419,-2.315548381,1.329491427,-0.351238696,1.430009843,2
-0.973079396,-2.353249427,-1.25147081,-1.351587299,1.260888234,1
